Date,Open,High,Low,Close,USD_to_VND,Inflation_Rate,Interest_Rate
6/5/2014,25668.46363,26034.86319,25302.06407,26034.86319,25307.22056,2.037992418,4.310391417
6/6/2014,23947.68109,25228.16646,22667.19572,22667.19572,25300.50195,1.884848064,4.713280036
6/7/2014,24965.87938,25301.80877,24629.94999,24629.94999,25306.39053,2.007019779,4.629541448
6/8/2014,24032.07887,25238.8718,22825.28593,22825.28593,25302.676,1.93641141,4.710753486
6/9/2014,27451.67783,29780.7524,25122.60326,29780.7524,25304.75408,1.968460559,5.375769524
6/10/2014,27816.07467,30580.15923,25051.9901,30580.15923,25301.83064,1.92037192,4.740991717
6/11/2014,26125.61225,26975.10116,25276.12334,26975.10116,25302.8751,2.102562628,4.787811401
6/12/2014,26394.28195,27527.20219,25261.36171,27527.20219,25307.98862,1.950899602,4.815895174
6/13/2014,25618.40872,25939.84699,25296.97046,25939.84699,25300.95362,1.985654281,5.519708946
6/14/2014,25760.06226,26231.54342,25288.58111,26231.54342,25297.05543,1.990485772,4.987509554
6/15/2014,23277.4868,25136.72277,21418.25082,21418.25082,25298.1159,2.161227012,5.198840853
6/16/2014,25218.31683,25311.53932,25125.09434,25125.09434,25311.88521,2.089030859,5.035079082
6/17/2014,24191.97196,25257.81347,23126.13045,23126.13045,25306.93617,2.079068076,4.603118196
6/18/2014,25674.81129,26036.00009,25313.62249,26036.00009,25318.63314,1.842211338,5.306527894
6/19/2014,25254.62912,25329.90035,25179.35789,25179.35789,25330.12536,1.934360761,5.08021935
6/20/2014,27795.17535,30500.78824,25089.56246,30500.78824,25329.56744,2.118861872,4.975657404
6/21/2014,26488.6688,27702.68116,25274.65643,27702.68116,25327.858,1.882906918,5.352025493
6/22/2014,25684.1376,26049.50985,25318.76535,26049.50985,25323.89009,2.008401355,4.930690212
6/23/2014,24985.50671,25318.98788,24652.02554,24652.02554,25323.49906,1.89347385,4.971116967
6/24/2014,27436.89424,29736.13541,25137.65306,29736.13541,25315.43373,1.903509274,4.930979456
6/25/2014,25277.08153,25314.93983,25239.22323,25239.22323,25314.99662,2.168078565,5.215258257
6/26/2014,25743.53746,26170.46052,25316.61441,26170.46052,25323.57888,2.071927064,5.162764586
6/27/2014,25373.56342,25427.16457,25319.96227,25427.16457,25320.07526,2.098314023,5.055723772
6/28/2014,24807.06261,25308.35617,24305.76905,24305.76905,25318.69509,2.078374148,4.78964649
6/29/2014,25355.13841,25401.41942,25308.85739,25401.41942,25308.94171,1.986071164,4.925953281
6/30/2014,22828.11075,25067.51058,20588.71092,20588.71092,25311.08637,1.930840329,4.789583147
7/1/2014,23353.77889,25161.01855,21546.53924,21546.53924,25312.60276,1.959790974,5.232073564
7/2/2014,25755.47733,26205.7224,25305.23225,26205.7224,25312.96799,1.980817355,4.685054528
7/3/2014,27296.41678,29436.7284,25156.10517,29436.7284,25311.72483,2.177628607,5.318874238
7/4/2014,25750.72094,26199.06816,25302.37371,26199.06816,25310.04632,1.866364357,5.257530575
7/5/2014,24401.19183,25280.08476,23522.2989,23522.2989,25312.92393,1.944633855,4.816294222
7/6/2014,23486.62827,25181.01676,21792.23978,21792.23978,25312.75872,1.908703663,4.916703147
7/7/2014,26307.56289,27339.5129,25275.61287,27339.5129,25314.56459,2.10566232,4.857513919
7/8/2014,24597.8473,25295.43629,23900.25832,23900.25832,25315.79717,2.185378826,5.08604676
7/9/2014,26136.64629,26977.24713,25296.04546,26977.24713,25322.23827,2.030878636,5.282489645
7/10/2014,25819.80835,26323.12054,25316.49617,26323.12054,25326.11977,2.039101583,5.237123863
7/11/2014,25932.92662,26553.11307,25312.74017,26553.11307,25327.22553,2.009132092,4.913413905
7/12/2014,25378.49782,25421.13587,25335.85978,25421.13587,25335.9313,2.043747899,5.250961414
7/13/2014,25824.38649,26319.75553,25329.01744,26319.75553,25338.34088,2.077315516,5.234364407
7/14/2014,25194.43929,25344.91862,25043.95995,25043.95995,25345.82279,2.042564051,4.962233218
7/15/2014,24544.07377,25323.7243,23764.42325,23764.42325,25349.30266,2.049883433,4.998108304
7/16/2014,24118.04943,25279.93532,22956.16353,22956.16353,25338.74214,2.077541436,5.308342817
7/17/2014,22323.67504,24985.78311,19661.56697,19661.56697,25346.22332,1.82217219,5.211672376
7/18/2014,25117.46915,25344.91985,24890.01846,24890.01846,25346.99834,2.000200893,5.244956797
7/19/2014,27272.26165,29344.10562,25200.41768,29344.10562,25346.70046,2.030520904,5.517076822
7/20/2014,26273.62851,27232.72117,25314.53585,27232.72117,25348.31356,2.041614818,5.109453403
7/21/2014,25634.9152,25926.7804,25343.05001,25926.7804,25346.33562,1.982911374,5.065132944
7/22/2014,24417.37265,25313.49633,23521.24898,23521.24898,25347.63727,2.01607515,5.271587492
7/23/2014,26608.08422,27934.94852,25281.21991,27934.94852,25344.24379,1.92800936,5.397564182
7/24/2014,25200.31595,25350.64756,25049.98433,25049.98433,25351.54974,1.822515526,4.877721214
7/25/2014,27347.19849,29500.70056,25193.69643,29500.70056,25350.89849,2.09831371,4.959628296
7/26/2014,24105.2404,25287.70761,22922.77318,22922.77318,25348.70498,1.88656284,4.796285876
7/27/2014,24393.06302,25307.76571,23478.36032,23478.36032,25343.40198,1.983954614,5.068549995
7/28/2014,24271.24256,25299.45728,23243.02785,23243.02785,25344.94298,1.925087037,5.177851721
7/29/2014,23467.72597,25206.82336,21728.62858,21728.62858,25346.01575,2.158700928,4.810224543
7/30/2014,24160.62095,25292.60002,23028.64188,23028.64188,25348.24276,1.992035529,5.226759104
7/31/2014,25473.14022,25604.60234,25341.67811,25604.60234,25342.35308,1.968954354,4.909334617
8/1/2014,24431.05723,25301.04843,23561.06603,23561.06603,25333.17282,2.074786587,4.893041849
8/2/2014,20451.35687,24394.76227,16507.95146,16507.95146,25336.7596,2.215647417,5.225987651
8/3/2014,26706.65912,28141.17166,25272.14658,28141.17166,25345.27169,2.040568953,4.874971888
8/4/2014,23205.69201,25159.72003,21251.66399,21251.66399,25339.38716,1.962258054,4.719300305
8/5/2014,26095.30278,26864.1073,25326.49825,26864.1073,25348.50012,2.069659398,5.148731422
8/6/2014,25389.69259,25429.31904,25350.06615,25429.31904,25350.1279,1.842732093,4.973659541
8/7/2014,28033.86671,31001.77407,25065.95934,31001.77407,25350.08741,2.004642926,5.239611767
8/8/2014,26611.34243,27937.86128,25284.82359,27937.86128,25347.80809,2.199395765,5.166598134
8/9/2014,24700.53931,25323.73959,24077.33902,24077.33902,25339.87005,2.01577474,4.650340328
8/10/2014,24455.82436,25314.30152,23597.3472,23597.3472,25345.53312,2.010777766,5.263106885
8/11/2014,27245.12383,29292.22391,25198.02374,29292.22391,25341.08624,2.002063654,5.379949991
8/12/2014,23466.93636,25198.64502,21735.22771,21735.22771,25336.61527,1.960452372,5.206720702
8/13/2014,25584.16926,25828.34449,25339.99403,25828.34449,25342.30241,2.031449067,5.214772085
8/14/2014,25165.43251,25330.41767,25000.44735,25000.44735,25331.50645,2.077527301,4.950465584
8/15/2014,24888.19925,25315.31319,24461.08531,24461.08531,25322.77101,1.966817995,4.904660929
8/16/2014,25770.26289,26225.7703,25314.75547,26225.7703,25322.66704,1.750924826,5.042488939
8/17/2014,25564.37256,25806.67151,25322.07362,25806.67151,25324.34857,2.046561751,5.183981072
8/18/2014,25906.36011,26498.83953,25313.88069,26498.83953,25327.12776,2.213312608,5.178946722
8/19/2014,25501.3781,25678.58163,25324.17457,25678.58163,25325.39742,1.962373859,4.91244347
8/20/2014,25869.10548,26409.35769,25328.85326,26409.35769,25339.90512,1.852883662,4.89216818
8/21/2014,25456.88567,25575.72502,25338.04632,25575.72502,25338.59851,2.067741298,4.701969311
8/22/2014,24501.87129,25309.73092,23694.01165,23694.01165,25337.27532,2.174383226,5.129383985
8/23/2014,25337.77398,25342.84314,25332.70483,25342.84314,25332.70585,2.052937357,4.922043745
8/24/2014,24428.52365,25301.0941,23555.95321,23555.95321,25333.41626,2.172470005,4.939791041
8/25/2014,24348.32425,25298.36738,23398.28112,23398.28112,25336.9421,2.079366855,5.345575036
8/26/2014,24917.87609,25336.68329,24499.06888,24499.06888,25343.84273,2.070685099,5.119677781
8/27/2014,25184.02292,25334.4007,25033.64513,25033.64513,25335.30402,1.948199932,5.064579737
8/28/2014,25378.51333,25423.21163,25333.81503,25423.21163,25333.89362,2.028540689,5.166039458
8/29/2014,26497.3443,27711.42457,25283.26404,27711.42457,25336.45477,1.997052904,5.284122801
8/30/2014,24708.2711,25324.08038,24092.46181,24092.46181,25339.82062,1.993626428,4.676503848
8/31/2014,25589.26816,25841.133,25337.40333,25841.133,25339.85817,1.974613487,4.886874313
9/1/2014,25492.52675,25642.96798,25342.08551,25642.96798,25342.96812,2.022561347,4.95357304
9/2/2014,24567.24876,25314.86489,23819.63263,23819.63263,25338.32998,1.870365502,4.804331614
9/3/2014,25440.71847,25534.5194,25346.91755,25534.5194,25347.26212,2.08117184,4.946955685
9/4/2014,26624.05075,27958.87604,25289.22546,27958.87604,25352.95329,1.912225471,4.68977302
9/5/2014,25581.5945,25820.15082,25343.03818,25820.15082,25345.24224,1.974972877,5.184435852
9/6/2014,25626.1496,25916.47329,25335.82592,25916.47329,25339.07821,2.033055989,4.896499082
9/7/2014,24439.66895,25301.5685,23577.76941,23577.76941,25333.07575,1.907272658,5.04019128
9/8/2014,27831.20803,30570.99404,25091.42201,30570.99404,25336.96285,1.803353694,5.010261724
9/9/2014,24508.46667,25302.9777,23713.95565,23713.95565,25329.59695,1.961695332,5.11148388
9/10/2014,23215.64317,25151.57645,21279.70988,21279.70988,25327.69904,1.856890251,4.507822085
9/11/2014,26419.74241,27556.03456,25283.45027,27556.03456,25330.30606,2.071231093,5.090052744
9/12/2014,25184.51134,25329.09189,25039.93079,25039.93079,25329.9267,1.884649643,4.944981656
9/13/2014,24947.58717,25325.59528,24569.57906,24569.57906,25331.41102,2.148515556,5.081372785
9/14/2014,24634.48464,25306.45645,23962.51283,23962.51283,25325.30031,1.999420711,4.764109358
9/15/2014,27699.11679,30291.35889,25106.87469,30291.35889,25328.71087,2.005917419,5.082734814
9/16/2014,25774.19846,26231.16247,25317.23445,26231.16247,25325.19506,1.801936867,5.259702372
9/17/2014,26019.41056,26734.6207,25304.20042,26734.6207,25323.33387,2.014486263,5.037953252
9/18/2014,25530.60646,25738.19023,25323.02269,25738.19023,25324.69689,1.991982008,4.856551835
9/19/2014,25667.24209,26013.81353,25320.67065,26013.81353,25325.28788,1.870091097,4.865293721
9/20/2014,27096.46353,28991.35257,25201.57449,28991.35257,25325.42537,2.008726834,5.11524826
9/21/2014,25003.52563,25317.13818,24689.91309,24689.91309,25321.1217,1.960207699,5.113928862
9/22/2014,23474.96472,25185.0426,21764.88685,21764.88685,25319.40426,1.978321218,5.071308397
9/23/2014,26418.34866,27564.97718,25271.72013,27564.97718,25319.41678,2.002588176,4.992494994
9/24/2014,25940.14678,26584.37241,25295.92114,26584.37241,25311.53282,1.952854579,5.040591995
9/25/2014,25445.52333,25582.90347,25308.14319,25582.90347,25308.88092,2.024645663,4.987018183
9/26/2014,25906.86786,26516.65496,25297.08076,26516.65496,25311.10365,1.991344452,4.923823792
9/27/2014,24834.71806,25295.08447,24374.35165,24374.35165,25303.77956,2.047276847,5.151495382
9/28/2014,25336.59763,25362.81161,25310.38365,25362.81161,25310.41074,1.947132541,5.062023368
9/29/2014,25150.97267,25316.59215,24985.3532,24985.3532,25317.68998,1.893508025,5.258108332
9/30/2014,24562.00631,25288.41323,23835.5994,23835.5994,25310.551,1.929113147,5.223373076
10/1/2014,26823.72855,28418.63095,25228.82615,28418.63095,25318.33482,2.144265677,5.055496106
10/2/2014,23529.76789,25191.27378,21868.26201,21868.26201,25317.5116,2.095596653,5.119076127
10/3/2014,28308.77746,31650.46186,24967.09306,31650.46186,25319.91113,2.121337913,4.808562547
10/4/2014,26427.67535,27587.00753,25268.34317,27587.00753,25317.06361,2.128271396,4.984482104
10/5/2014,23071.22937,25122.23344,21020.2253,21020.2253,25322.35582,1.953368194,5.068532566
10/6/2014,25040.83706,25321.50269,24760.17144,24760.17144,25324.68414,2.029581194,4.683452789
10/7/2014,25106.63698,25318.21803,24895.05592,24895.05592,25320.01624,2.0075839,5.085884412
10/8/2014,25809.33353,26315.05016,25303.61689,26315.05016,25313.33564,2.065953853,4.808154605
10/9/2014,24053.15406,25243.03746,22863.27066,22863.27066,25304.9631,1.971083175,4.830083222
10/10/2014,25346.56238,25387.149,25305.97576,25387.149,25306.04065,2.009297416,4.894102889
10/11/2014,25156.05037,25308.39466,25003.70609,25003.70609,25309.32287,2.007227148,4.993898667
10/12/2014,24379.48642,25278.62427,23480.34858,23480.34858,25313.05514,2.05322624,4.734394289
10/13/2014,24202.74448,25263.73499,23141.75397,23141.75397,25312.3787,2.065571722,5.171328695
10/14/2014,26468.29695,27684.25667,25252.33724,27684.25667,25305.74514,2.009367103,5.035483648
10/15/2014,23155.50198,25119.763,21191.24096,21191.24096,25301.83451,2.012399078,5.384995806
10/16/2014,25913.15998,26532.32764,25293.99231,26532.32764,25308.44143,2.022589802,5.060016091
10/17/2014,26314.73919,27364.05297,25265.4254,27364.05297,25305.66284,2.164655142,5.114161036
10/18/2014,25029.93795,25303.46303,24756.41287,24756.41287,25306.48512,1.827000221,4.829227146
10/19/2014,25366.57042,25432.99639,25300.14446,25432.99639,25300.31795,1.903032034,4.763637942
10/20/2014,26774.19966,28331.78203,25216.61729,28331.78203,25302.24772,2.06736796,5.123831224
10/21/2014,24407.99972,25268.2005,23547.79895,23547.79895,25299.62362,2.02697844,4.781342007
10/22/2014,24544.36534,25282.72419,23806.00649,23806.00649,25305.62488,2.026274955,5.128369897
10/23/2014,24683.02393,25294.52571,24071.52215,24071.52215,25310.06002,2.06674955,5.341304894
10/24/2014,26781.77536,28342.24979,25221.30094,28342.24979,25307.21792,2.021399289,5.189153737
10/25/2014,26941.66275,28682.48986,25200.83563,28682.48986,25306.4917,1.944071752,5.114089323
10/26/2014,23537.29822,25180.07245,21894.52398,21894.52398,25303.33191,2.062880914,5.053899422
10/27/2014,26567.84642,27904.5289,25231.16394,27904.5289,25295.19369,2.002088716,4.923208008
10/28/2014,26325.79852,27403.71928,25247.87777,27403.71928,25290.2776,1.955242282,4.977087772
10/29/2014,27256.04455,29373.28702,25138.80208,29373.28702,25291.41407,2.069036062,4.886914265
10/30/2014,25780.31117,26276.72141,25283.90092,26276.72141,25293.27892,2.065103386,4.736919156
10/31/2014,25238.15455,25294.00674,25182.30236,25182.30236,25294.13061,2.021476649,5.007085469
11/1/2014,26740.66461,28271.85737,25209.47184,28271.85737,25292.40064,2.171711915,5.221577812
11/2/2014,26181.785,27096.71244,25266.85756,27096.71244,25297.75032,2.132682673,4.742240297
11/3/2014,28137.6995,31296.01335,24979.38565,31296.01335,25298.11463,2.100185719,5.279699287
11/4/2014,26515.01502,27786.02266,25244.00737,27786.02266,25302.14669,2.256636557,5.243436847
11/5/2014,25486.15346,25681.82083,25290.4861,25681.82083,25291.97687,1.98535366,5.079399765
11/6/2014,23786.03723,25182.40175,22389.6727,22389.6727,25269.48806,1.953519967,5.08100907
11/7/2014,24537.09389,25249.79486,23824.39293,23824.39293,25271.11514,2.08603631,4.96275072
11/8/2014,23449.12366,25132.71796,21765.52937,21765.52937,25262.94634,1.97473657,5.008403321
11/9/2014,24990.08633,25258.80727,24721.36539,24721.36539,25261.72826,2.001192772,4.907282905
11/10/2014,26429.61941,27653.40011,25205.8387,27653.40011,25259.99621,1.901408003,5.006327616
11/11/2014,25264.45921,25269.09661,25259.82181,25259.82181,25269.09746,2.060665946,5.027965232
11/12/2014,26562.41174,27919.38611,25205.43738,27919.38611,25271.39082,1.852899275,5.3762488
11/13/2014,25698.9057,26132.66947,25265.14192,26132.66947,25272.34176,1.990356178,5.113123209
11/14/2014,24767.68957,25266.8728,24268.50633,24268.50633,25277.14059,1.998464426,4.958119386
11/15/2014,25390.00827,25501.24844,25278.7681,25501.24844,25279.25334,1.956396116,4.980218663
11/16/2014,25873.27994,26484.01443,25262.54545,26484.01443,25276.62929,1.824278524,4.857348346
11/17/2014,25458.77019,25635.99302,25281.54737,25635.99302,25282.77252,1.823536891,4.890314175
11/18/2014,25466.84766,25658.72027,25274.97504,25658.72027,25276.40984,1.925382759,5.182139138
11/19/2014,24306.25061,25240.88684,23371.61438,23371.61438,25278.26316,2.053905033,4.90120658
11/20/2014,24722.33796,25257.54724,24187.12868,24187.12868,25269.39027,2.028892486,4.876492811
11/21/2014,28124.18798,31300.05677,24948.31918,31300.05677,25270.55957,1.998356464,4.881497481
11/22/2014,26823.93581,28471.55112,25176.3205,28471.55112,25271.66606,1.911541151,4.85416419
11/23/2014,23418.24884,25143.98748,21692.5102,21692.5102,25281.2779,2.034113222,5.225437015
11/24/2014,22281.36713,24918.33235,19644.40192,19644.40192,25272.30523,1.820097072,5.028540615
11/25/2014,25365.12487,25461.75638,25268.49336,25461.75638,25268.86009,1.760345052,4.943537075
11/26/2014,26402.63968,27582.14182,25223.13753,27582.14182,25273.57688,1.975692845,5.005856328
11/27/2014,24618.40992,25258.41698,23978.40285,23978.40285,25275.4994,1.945394862,5.043458102
11/28/2014,26567.7327,27924.8905,25210.5749,27924.8905,25276.53317,2.10131713,4.850541296
11/29/2014,25346.42791,25422.02941,25270.8264,25422.02941,25271.05123,2.015798378,4.722080879
11/30/2014,25061.65493,25265.98421,24857.32565,24857.32565,25267.66381,2.165073531,5.267700544
12/1/2014,26230.33524,27221.99297,25238.67752,27221.99297,25274.80217,1.945178493,5.197604749
12/2/2014,24602.36193,25256.63196,23948.09189,23948.09189,25274.50684,2.048677229,5.075560519
12/3/2014,24914.31005,25271.46456,24557.15554,24557.15554,25276.65894,1.974772287,5.183838787
12/4/2014,26122.95585,26998.29334,25247.61836,26998.29334,25275.99852,2.138171972,5.38287281
12/5/2014,25229.54784,25269.15311,25189.94258,25189.94258,25269.21538,1.979594955,4.892919259
12/6/2014,27686.74423,30329.13425,25044.3542,30329.13425,25274.56932,2.085440678,4.775993189
12/7/2014,26154.36158,27061.68962,25247.03355,27061.68962,25277.45457,1.892238104,5.132303324
12/8/2014,26085.83005,26905.98658,25265.67351,26905.98658,25290.67378,1.958478736,4.706634806
12/9/2014,25222.26513,25284.6961,25159.83416,25159.83416,25284.85101,1.991595659,5.007594531
12/10/2014,26395.67553,27550.16256,25241.1885,27550.16256,25289.56718,2.126341754,4.940313717
12/11/2014,24874.23828,25275.46941,24473.00715,24473.00715,25282.04753,1.780281306,5.134777557
12/12/2014,25639.91679,26001.92389,25277.90968,26001.92389,25282.94966,1.966735555,4.90354504
12/13/2014,24129.96234,25235.46818,23024.45651,23024.45651,25288.5484,1.963351987,5.239953956
12/14/2014,26590.3487,27972.30415,25208.39325,27972.30415,25276.66795,1.792302648,4.850623299
12/15/2014,25642.75184,26015.34704,25270.15663,26015.34704,25275.49299,1.953596424,5.141160132
12/16/2014,27777.39352,30530.8458,25023.94125,30530.8458,25272.26386,1.845933287,4.866717258
12/17/2014,28290.69763,31674.68714,24906.70812,31674.68714,25268.23924,1.766933652,5.109690899
12/18/2014,26234.91905,27236.20025,25233.63785,27236.20025,25270.44783,1.973768717,4.797070843
12/19/2014,25363.3521,25450.12686,25276.57734,25450.12686,25276.8732,1.970385488,4.995177231
12/20/2014,24080.46757,25219.55136,22941.38378,22941.38378,25276.10906,1.975504642,5.264418318
12/21/2014,26420.76823,27615.97747,25225.55899,27615.97747,25277.2872,2.025285825,5.02300104
12/22/2014,25543.72064,25812.29315,25275.14813,25812.29315,25277.94258,1.912060318,5.236615436
12/23/2014,25957.97389,26656.2886,25259.65917,26656.2886,25277.95292,2.179085601,4.994745104
12/24/2014,27457.44127,29832.21805,25082.66449,29832.21805,25271.70725,1.996670599,4.898990148
12/25/2014,24236.07127,25235.11035,23237.03219,23237.03219,25278.06244,2.128643046,5.034396499
12/26/2014,24111.44578,25225.76127,22997.13029,22997.13029,25279.75492,1.832010076,5.123679331
12/27/2014,24983.1527,25278.48596,24687.81943,24687.81943,25282.01895,1.916547035,4.618892022
12/28/2014,26315.28617,27395.79333,25234.77901,27395.79333,25277.39488,2.068631481,5.104457009
12/29/2014,25975.96885,26696.62955,25255.30814,26696.62955,25274.76197,1.977343572,4.812032965
12/30/2014,24141.88165,25223.06195,23060.70135,23060.70135,25273.75212,1.892682061,4.762312443
12/31/2014,26220.67012,27212.53632,25228.80392,27212.53632,25264.95632,1.81613701,5.107715333
1/1/2015,23738.4299,25164.17522,22312.68459,22312.68459,25255.27809,2.073320367,5.267700585
1/2/2015,24194.10807,25207.5287,23180.68744,23180.68744,25251.83375,2.065160225,5.043281237
1/3/2015,25109.03684,25253.98794,24964.08574,24964.08574,25254.82958,2.024332069,4.72891853
1/4/2015,24552.3479,25231.74972,23872.94607,23872.94607,25251.08486,1.950409381,4.865887898
1/5/2015,26368.47959,27541.69168,25195.2675,27541.69168,25245.24361,1.888690997,4.916346565
1/6/2015,25601.99052,25968.58348,25235.39756,25968.58348,25240.57267,1.994701846,5.039219388
1/7/2015,27465.92029,29890.55842,25041.28216,29890.55842,25237.962,1.86846814,4.98562403
1/8/2015,24924.0355,25232.07834,24615.99266,24615.99266,25235.93317,1.924841592,5.099045961
1/9/2015,25094.07891,25247.40643,24940.75139,24940.75139,25248.34904,2.126125058,5.199994566
1/10/2015,26782.7697,28403.63963,25161.89976,28403.63963,25254.39563,1.814916424,5.068948916
1/11/2015,25145.4369,25259.74906,25031.12473,25031.12473,25260.27111,2.067752783,5.179616139
1/12/2015,27154.42045,29182.86278,25125.97812,29182.86278,25266.97108,2.149419595,4.946057938
1/13/2015,25944.34409,26645.91575,25242.77243,26645.91575,25261.24441,2.081625972,5.659180892
1/14/2015,22283.34482,24904.74243,19661.94721,19661.94721,25254.23607,2.039821288,5.110636119
1/15/2015,26734.44831,28308.53308,25160.36354,28308.53308,25247.8899,1.953642715,5.136809726
1/16/2015,26408.11168,27613.28126,25202.9421,27613.28126,25255.5412,1.935411195,5.351536162
1/17/2015,26453.57568,27711.88313,25195.26822,27711.88313,25252.40391,1.775186913,5.017635761
1/18/2015,22833.07498,25014.75061,20651.39935,20651.39935,25245.22935,2.003700668,4.870898338
1/19/2015,24405.9735,25215.01927,23596.92772,23596.92772,25242.75826,1.959775955,5.261286809
1/20/2015,24498.40381,25219.52025,23777.28737,23777.28737,25241.39023,1.930196559,5.273028593
1/21/2015,24181.31081,25198.28167,23164.33995,23164.33995,25242.92916,1.997991897,5.030701261
1/22/2015,27443.05464,29833.2384,25052.87088,29833.2384,25244.36797,2.006236948,5.351925508
1/23/2015,25224.76887,25239.61092,25209.92682,25209.92682,25239.61966,1.93644427,4.983342838
1/24/2015,25197.40442,25243.46646,25151.34238,25151.34238,25243.55082,2.161308078,5.18645659
1/25/2015,25936.51739,26652.37605,25220.65873,26652.37605,25239.88605,2.073060278,5.303106479
1/26/2015,25957.42001,26696.30013,25218.53988,26696.30013,25238.99005,2.089627856,5.019665803
1/27/2015,21033.80485,24541.07898,17526.53073,17526.53073,25242.92762,1.989669722,5.091359622
1/28/2015,24423.56888,25212.88677,23634.25099,23634.25099,25239.24778,2.051123573,5.205203022
1/29/2015,23453.32799,25110.05768,21796.59829,21796.59829,25235.98344,1.91042954,4.926763018
1/30/2015,25744.54953,26259.83453,25229.26453,26259.83453,25239.37573,2.066625854,4.837169657
1/31/2015,24869.9558,25229.19288,24510.71872,24510.71872,25234.45798,1.979559739,5.266596362
2/1/2015,25251.66494,25271.09303,25232.23686,25271.09303,25232.2518,1.897801646,5.061353167
2/2/2015,22612.82029,24962.87996,20262.76061,20262.76061,25235.43811,1.997723333,4.898882092
2/3/2015,24856.06982,25241.15525,24470.98439,24470.98439,25247.21511,1.970794597,5.018823354
2/4/2015,26658.57635,28144.9656,25172.1871,28144.9656,25250.68615,2.232306933,5.101706459
2/5/2015,27033.0653,28938.15229,25127.9783,28938.15229,25253.396,2.043539425,4.686140132
2/6/2015,26164.23583,27104.66143,25223.81023,27104.66143,25256.43931,2.157971747,5.14319858
2/7/2015,23564.2422,25137.70359,21990.78082,21990.78082,25250.28625,2.113128711,5.081689241
2/8/2015,26841.00355,28531.18397,25150.82314,28531.18397,25250.94902,2.00377806,5.331019816
2/9/2015,26164.85938,27112.03024,25217.68852,27112.03024,25250.77835,1.95562808,4.956201737
2/10/2015,25104.65562,25251.75513,24957.5561,24957.5561,25252.62214,1.825977342,5.275423487
2/11/2015,22696.34865,24994.39516,20398.30214,20398.30214,25253.29013,1.912905645,4.991070892
2/12/2015,26459.64141,27721.23043,25198.05238,27721.23043,25255.46711,2.066275346,5.027834818
2/13/2015,24505.96234,25231.54263,23780.38206,23780.38206,25253.68133,1.969786961,5.05619025
2/14/2015,25691.12125,26135.79065,25246.45184,26135.79065,25254.01736,2.037582033,5.418650665
2/15/2015,25333.31461,25419.94677,25246.68245,25419.94677,25246.97769,1.796972485,4.75210188
2/16/2015,27186.99364,29278.21037,25095.7769,29278.21037,25245.14353,2.045351485,5.099015036
2/17/2015,25094.82241,25252.12552,24937.5193,24937.5193,25253.11778,2.109648156,5.008446287
2/18/2015,25235.861,25254.93122,25216.79077,25216.79077,25254.94564,1.822424171,4.994292968
2/19/2015,27248.20852,29398.93058,25097.48645,29398.93058,25254.82569,2.037156391,5.116602152
2/20/2015,24434.1748,25238.33066,23630.01893,23630.01893,25265.69698,2.134353465,5.221200214
2/21/2015,26286.29877,27356.57546,25216.02209,27356.57546,25257.89473,2.168008665,5.106326417
2/22/2015,25000.76616,25249.04342,24752.4889,24752.4889,25251.53374,1.949650093,5.24704094
2/23/2015,23995.07511,25197.8786,22792.27163,22792.27163,25261.35346,2.077993034,4.949807761
2/24/2015,25263.08339,25264.5499,25261.61689,25264.5499,25261.61697,2.142978982,4.990289556
2/25/2015,26133.85752,27037.70366,25230.01137,27037.70366,25260.22614,2.040138139,4.79982577
2/26/2015,26962.63604,28787.61533,25137.65675,28787.61533,25253.35058,2.128507759,5.396581138
2/27/2015,27118.15489,29117.70389,25118.6059,29117.70389,25255.91742,1.996413835,4.962657506
2/28/2015,24886.76618,25253.55241,24519.97995,24519.97995,25259.03904,2.039431414,4.940557025
3/1/2015,24006.22525,25191.23162,22821.21888,22821.21888,25252.76383,1.937839077,5.121332545
3/2/2015,24849.52048,25245.54592,24453.49504,24453.49504,25251.95957,1.983539984,5.221415892
3/3/2015,23758.35122,25161.91235,22354.79009,22354.79009,25250.03592,2.043371617,4.861583754
3/4/2015,24977.03712,25248.52028,24705.55396,24705.55396,25251.50354,1.930338067,5.237337495
3/5/2015,24813.81792,25237.71892,24389.91691,24389.91691,25245.0864,1.977641363,4.939339636
3/6/2015,26170.8031,27122.75324,25218.85296,27122.75324,25252.26435,2.076087368,5.286123911
3/7/2015,22471.6931,24950.24802,19993.13818,19993.13818,25257.51517,2.205255753,4.891818199
3/8/2015,24329.05361,25221.45296,23436.65426,23436.65426,25255.43292,1.795056151,5.147089465
3/9/2015,24338.07317,25220.95905,23455.18729,23455.18729,25254.1921,2.197657667,5.008541964
3/10/2015,26752.36049,28340.2833,25164.43768,28340.2833,25253.40993,1.974012824,4.774724431
3/11/2015,23842.77764,25170.63483,22514.92045,22514.92045,25248.94756,2.096489987,4.716807109
3/12/2015,25532.51936,25821.87603,25243.16269,25821.87603,25246.40518,2.11610927,4.851409428
3/13/2015,25083.12644,25243.8195,24922.43338,24922.43338,25244.85561,2.156449677,5.198511378
3/14/2015,26571.15804,27956.90043,25185.41565,27956.90043,25254.10288,1.927203814,4.611368961
3/15/2015,26012.0519,26786.99237,25237.11143,26786.99237,25259.53025,1.977472869,5.066789195
3/16/2015,25418.0495,25572.13846,25263.96054,25572.13846,25264.88903,1.99464039,5.049378105
